Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
HS,11550(E),UNDER INFL OF SPEC CONT SUBS:POSS FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,61,61,55.0,5.0,1.0
MC,10.32.040(A),Posses open alcoholic container in public,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,61,59,43.0,6.0,12.0
PC,451C,ARSON:STRUCTURE/FOREST LAND (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,61,61,46.0,8.0,7.0
PC,417A2,EXHIBIT FIREARM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,60,60,58.0,0.0,2.0
VC,23550(A),DUI W/PRIOR SPECIFIC CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,59,59,42.0,7.0,10.0
PC,25850(C)(2),CARRY STOLEN LOADED FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,58,58,52.0,5.0,1.0
PC,32,ACCESSORY TO FELONY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,57,56,46.0,9.0,2.0
PC,647(F)DK,DISORD CONDUCT:UNDER INFL OF TOLUENE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,57,57,29.0,21.0,7.0
PC,4600,DAMAGE JAIL/PRISON/PROPERTY (OVER $950) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,55,55,42.0,10.0,3.0
VC,24252A,FAILURE TO MAINTAIN VEH LIGHTING EQUIP (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,55,55,55.0,0.0,0.0
PC,475(C),PASS COMPLETED CHECK WITH INTENT TO DEFRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,54,54,52.0,2.0,0.0
PC,484G,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,53,52,44.0,5.0,4.0
VC,10852,TAMPER WITH VEH,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,52,52,42.0,6.0,4.0
VC,14601.1(A),DRVG WHILE LIC SUSP OR REVOKED:OTHER REASONS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,52,52,51.0,1.0,0.0
HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,51,51,0.0,51.0,0.0
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,51,51,51.0,0.0,0.0
VC,22450(A),FAILED TO STOP FOR STOP SIGN (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,50,50,47.0,2.0,1.0
VC,2800.4,EVADING A PEACE OFFICER:WRONG WAY DRIVER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,49,49,33.0,10.0,6.0
PC,666.1(A)(1),GRAND THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,48,47,0.0,0.0,48.0
PC,25850(C)(3),CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,47,45,37.0,9.0,1.0
VC,10851(E),TAKE VEHICLE WITHOUT OWNER CONSENT WITH SPECIFIC PRIORS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,47,47,44.0,3.0,0.0
BP,25661,POSS/USE FALSE EVIDENCE OF AGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,46,46,46.0,0.0,0.0
PC,290.018(A),SEX OFFENDER FAIL TO REGISTER/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,45,45,39.0,6.0,0.0
PC,4573.6(A),POSS CONTROLLED SUBS IN PRISON/JAIL,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,45,43,0.0,45.0,0.0
PC,23900,ALTER/REMOVE/ETC IDENTIFICATION MARKS ON FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,44,43,38.0,3.0,3.0
PC,647(H),DISORD CONDUCT:PROWL/LOITER PRIVATE PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,44,44,36.0,5.0,3.0
VC,4462B,DISPLAY ON VEH/GIVE TO PEACE OFCR FALSE REGISTRATION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,44,44,42.0,1.0,1.0
PC,475A,POSS BAD CHECK (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,43,43,40.0,1.0,2.0
VC,4463(A)(1),FORGE/ALTER VEHICLE REGISTRATION/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,43,43,33.0,6.0,4.0
ZZ,980000,COUNTY/MUNICIPAL ORDINANCES,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,43,40,17.0,26.0,0.0
BP,25620,POSS OPEN CONTAINER OF ALC IN PUBLIC (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,42,40,37.0,3.0,2.0
PC,290.018(G),290 VIOLATION TRAN 30 DAY UPDATE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,42,42,33.0,8.0,1.0
VC,21453A,SIGNAL LIGHTS:CIRCULAR RED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,42,42,34.0,8.0,0.0
PC,508,EMBEZZLEMENT BY EMPLOYEE [OVER $950],other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,41,41,30.0,4.0,7.0
VC,23550.5(A),DRIVING UNDER INFLUENCE WITHIN 10 YEARS OF PRIOR FELONY DUI (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,41,41,30.0,7.0,4.0
HS,11357(A)(2),POSSESS MARIJUANA 28.5 GRAMS OR LESS - 18-21 (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,40,40,35.0,1.0,4.0
PC,33210,MANUFACTURE/IMPORT/POSSESS/ETC SHORT-BARRELED RIFLE/SHOTGUN (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,40,40,35.0,4.0,1.0
PC,4573.9(A),NON-INMATE SELL CNTL SUB TO PERS IN CUST (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,40,37,24.0,11.0,5.0
HS,11370.4(B)4,AMPH/METH/PCP OVER 20KG OR 400L (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,39,33,0.0,22.0,17.0
PC,470B,POSSESS DRIVER'S LICENSE/IDENTIFICATION TO COMMIT FORGERY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,39,39,36.0,0.0,3.0
PC,594(B)(1),VANDALISM ($400 OR MORE),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,39,39,4.0,35.0,0.0
BP,22435.2B,POSS SHOPPING/LAUNDRY CART (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,38,38,36.0,1.0,1.0
PC,33215,MFG/IMPORT/ETC SHORT BARRELED RIFLE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,38,38,31.0,2.0,5.0
PC,381B,POSS NITROUS OXIDE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,38,33,7.0,13.0,18.0
VC,23222(A),POSS OPEN CONTAINER WHILE DRVG (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,38,38,31.0,2.0,5.0
VC,4463(A)(1),FORGE/ALTER VEH REGISTRATION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,38,38,30.0,5.0,3.0
PC,203,MAYHEM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,31.0,5.0,1.0
PC,22810(B),NARCOTIC ADDICT POSSESS/PURCHASE/USE/ETC TEARGAS/TEARGAS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,32.0,3.0,2.0
PC,4532(B)(1),ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,36.0,1.0,0.0
VC,21651B,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,21.0,5.0,11.0
VC,23152(A),DUI ALCOHOL,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,0.0,37.0,0.0
VC,23152(B),DUI ALC/0.08 PERCENT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,37,0.0,37.0,0.0
ZZ,OW-F,FELONY OTHER AGENCY'S WARRANT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,37,36,0.0,37.0,0.0
PC,25400(A)(2),CARRY CONCEALED WEAPON ON PERSON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,36,34,26.0,8.0,2.0
PC,25850(C)(4),CARRY LOADED FIREARM:UNLAWFUL/PROHIBITED POSSESSION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,36,36,30.0,5.0,1.0
PC,415(2),DISORD CONDUCT:DIST BY LOUD/UNREASONABLE NOISE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,36,36,29.0,4.0,3.0
PC,451B,ARSON:INHABITED STRUCTURE/PROP (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,36,36,27.0,5.0,4.0
PC,653X(A),ANNOYING CALLS TO 911 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,36,36,20.0,13.0,3.0
PC,4532(B)(1),ATT/ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,35,35,20.0,12.0,3.0
WI,777A,FAIL TO OBEY ORDER OF JUVENILE COURT 601 WI (S),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,35,35,35.0,0.0,0.0
ZZ,11,FEDERAL/ALL OTHERS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,35,35,30.0,5.0,0.0
PC,33410,POSSESS SILENCER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,34,32,25.0,6.0,3.0
PC,350(A)(2),MFG/SELL 1000 OR MORE COUNTERFEIT REG MARK (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,34,34,34.0,0.0,0.0
PC,4502(B),PRISONER MANUFACTURE WEAPON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,34,34,23.0,7.0,4.0
PC,148(A)(1),OBSTRUCT/RESIST PEACE OFCR/EMER MED TECH,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,0.0,33.0,0.0
PC,1551.1,FUGITIVE FROM JUSTICE:ARREST W/OUT WARRANT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,28.0,4.0,1.0
PC,25400(A)(3),CARRY CONCEALED WEAPON IN VEHICLE:OCCUPANT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,27.0,4.0,2.0
PC,417(A)(2)(B),EXHBT FIREARM THRTNG MANNER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,17.0,13.0,3.0
PC,485,APPROPRIATE LOST PROPERTY [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,30.0,1.0,2.0
PC,597(A),CRUELTY TO ANIMAL/S (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,33.0,0.0,0.0
VC,23109(A),ILLEGAL SPEED CONTEST (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,32,31.0,2.0,0.0
VC,23247(E),DRIVE W/O INTERLOCK Dev WHEN REQUIRED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,33,33,20.0,4.0,9.0
PC,22410,MANUFACTURE/SALE/POSSESS/ETC SHURIKEN (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,32,32,24.0,2.0,6.0
PC,459.5,SHOPLIFTING,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,32,30,0.0,32.0,0.0
HS,11370.6(A),POSSESS MONEY/ETC FROM SALE/ETC OF CONTROLLED SUBSTANCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,30,27.0,3.0,1.0
PC,22610(B),NARCOTIC ADDICT POSS/BUY/USE STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,31,28.0,3.0,0.0
PC,463(B),GRAND THEFT DURING STATE OF EMERGENCY - LOOTING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,31,31.0,0.0,0.0
PC,475(B),P0SSESS BLANK CHECK:DEFRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,31,29.0,1.0,1.0
PC,647(F),DISORD CONDUCT:ALC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,31,0.0,31.0,0.0
VC,23153(G),DUI ALCOHOL/DRUGS:CAUSING BODILY INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,31,31,25.0,4.0,2.0
HS,11375(B),POSS FOR SALE/SELL CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,30,30,30.0,0.0,0.0
MC,9.68.030,POSSESSION OF OPEN CONTAINER ON PUBLIC PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,30,30,29.0,1.0,0.0
PC,30600(A),MFG/SELL/TRANS/ETC ASSAULT WEAPON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,30,30,29.0,0.0,1.0
PC,31360(A),VIOLENT FELON POSSESS/OWN/PURCHASE BODY ARMOR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,30,28,19.0,10.0,1.0
PC,503,EMBEZZLEMENT ($950 OR LESS) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,30,30,27.0,2.0,1.0
HS,11379.6(A),MFR CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,29,25.0,4.0,0.0
MC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY (M)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,18,12.0,12.0,5.0
PC,148.10(A),RESIST PEACE OFCR RSLT IN DEATH/INJ (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,29,20.0,6.0,3.0
PC,417.4,BRANDISHING FIREARM REPLICA (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,29,21.0,6.0,2.0
PC,4573.5,BRING ALC/DRUGS INTO PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,29,29.0,0.0,0.0
PC,463(A),BURGLARY DURING STATE OF EMERGENCY - LOOTING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,28,27.0,2.0,0.0
VC,23103,RECKLESS DRVG:PARK LOT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,29,29,25.0,2.0,2.0
PC,490.5A,PETTY THEFT FROM LIBRARY OR MERCHANT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,28,28,28.0,0.0,0.0
PC,537(A)(1),DEFRAUDING AN INNKEEPER [$950 OR LESS] (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,28,28,24.0,2.0,2.0
ZZ,OW-M,MISDEMEANOR OTHER AGENCY'S WARRANT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,28,28,0.0,28.0,0.0
PC,476,MAKE/PASS FICTITIOUS CHECK UNDER $950 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,27,27,23.0,4.0,0.0
PC,853.7,FAIL TO APPEAR AFTER WRITTEN PROMISE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,27,27,22.0,3.0,2.0
VC,10851(A),TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,27,27,12.0,15.0,0.0
VC,14601.5(A),DRIVE W/LICENSE SUSPENDED/REVOKED FOR REFUSING CHEM TEST (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,27,27,19.0,2.0,6.0
VC,23153(F),DUI DRUG:CAUSING BODILY INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,27,27,23.0,4.0,0.0
PC,148.5(A),FALSE REPORT OF CRIME TO PEACE OFCR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,26,26,22.0,4.0,0.0
PC,21710,POSSESS/MANUFACTURE/COMMERCIAL SALE COMPOSITE/WOOD KNUCKLES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,26,26,22.0,1.0,3.0
PC,30305(A)(1),PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,26,26,19.0,5.0,2.0
PC,666.5(A),VEH THEFT:SPECIFIC PRS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,26,25,19.0,3.0,4.0
MC,10.32.050(A),Unauthorized presence in drainage channels or storm channels,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,25,25.0,0.0,0.0
PC,23920,POSSESS/BUY/ETC FIREARM WITHOUT IDENTIFICATION MARK (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,25,25.0,0.0,0.0
PC,374.7(A),LITTER/DUMP WASTE IN WATER/SHORE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,12,7.0,11.0,7.0
PC,415(1),DISORD CONDUCT:FIGHT/CHALLENGE FIGHT PUB PLACE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,23,18.0,2.0,5.0
VC,22107,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,25,20.0,4.0,1.0
VC,22349(A),EXCEED 65 MPH STATUTORY SPEED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,25,22.0,3.0,0.0
VC,23109(C),ILLEGAL SPEED EXHIBITION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,25,23,15.0,4.0,6.0
PC,186.22(D),CRIMINAL STREET GANG:WITH PUBLIC OFFENSE CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,24,24,21.0,1.0,2.0
PC,452C,CAUSING FIRE OF STRUCTURE/FOREST LAND (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,24,23,18.0,6.0,0.0
VC,22348B,DRIVE IN EXCESS 100 MPH (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,24,23,15.0,7.0,2.0
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,24,24,22.0,1.0,1.0
